parcel_address_reg,parcel_address_prv,parcel_address_mun,parcel_address_brgy,Rainfed Upland_parcelno,Irrigated_parcelno,Rainfed Lowland_parcelno,Undefined_parcelno,All ecosystem_parcelno,Rainfed Upland_farmerno,Irrigated_farmerno,Rainfed Lowland_farmerno,Undefined_farmerno,All ecosystem_farmerno,Rainfed Upland_area,Irrigated_area,Rainfed Lowland_area,Undefined_area,All ecosystem_area
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),LUMBIA,2,1,2,NA,5,2,1,2,NA,5,2,0.25,1,NA,3.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),MAGDAUP,1,9,24,2,36,1,9,24,2,36,5.5,22.7,40.25,1.75,70.2
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),MAKILAS,4,20,12,8,44,4,20,12,4,40,2.75,26.45,13.9,9.75,52.85
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),PANGI,9,30,60,12,111,8,29,60,8,105,9.1,47.15,77.26,9,142.51
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),POBLACION,1,NA,4,1,6,1,NA,4,1,6,1,NA,5.32,3,9.32
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),SANITO,4,30,14,4,52,4,30,13,3,50,5,31.1,22.2,2.85,61.15
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),SUCLEMA,NA,1,2,NA,3,NA,1,2,NA,3,NA,0.5,1.5,NA,2
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),TAWAY,2,11,14,2,29,2,11,14,2,29,1.7,9.25,11,2.25,24.2
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),TENAN,3,20,24,1,48,3,20,24,1,48,1.75,23.4,29.25,1,55.4
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),TIAYON,1,4,NA,NA,5,1,4,NA,NA,5,1.5,6.5,NA,NA,8
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),TIMALANG,1,NA,1,1,3,1,NA,1,1,3,1,NA,2,0.5,3.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),TOMITOM,4,34,9,1,48,4,34,9,1,48,4.25,35.9,10.5,1,51.65
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),UPPERPANGI,NA,79,49,9,137,NA,74,48,8,130,NA,108.34,54.3,8.15,170.79
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,IPIL (CAPITAL),"VETERAN""SVILLAGE(RUIZ)",NA,6,7,NA,13,NA,6,7,NA,13,NA,5.25,8,NA,13.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,BANKER,32,NA,6,NA,38,32,NA,6,NA,38,22.2,NA,4.4,NA,26.6
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,BOLOBATALLION,NA,17,2,NA,19,NA,16,2,NA,18,NA,26.45,2,NA,28.45
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,BUAYAN,3,34,17,5,59,3,32,17,5,57,2.5,35.75,24,7.25,69.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,CAINGLET,1,33,NA,4,38,1,33,NA,4,38,0.5,36.14,NA,4.95,41.59
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,CALAPAN,5,84,13,7,109,5,83,13,7,108,5,98.6,17.5,6.75,127.85
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,CALUBIHAN,NA,13,1,1,15,NA,13,1,1,15,NA,16.25,1.5,0.5,18.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,CONCEPCION(BALUNGIS),22,86,16,2,126,22,86,16,2,126,24.75,87.98,16.725,3,132.455
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,DIPALA,2,10,11,NA,23,2,10,11,NA,23,0.65,9.5,9.5,NA,19.65
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,GACBUSAN,11,3,NA,NA,14,11,3,NA,NA,14,6.64,3.25,NA,NA,9.89
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,GOODYEAR,NA,10,1,4,15,NA,10,1,4,15,NA,27,3,5.5,35.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,LACNAPAN,41,NA,10,NA,51,41,NA,10,NA,51,29.25,NA,10.75,NA,40
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,LITTLEBAGUIO,17,1,NA,NA,18,17,1,NA,NA,18,7.166,0.5,NA,NA,7.666
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,LUMBAYAO,4,32,2,NA,38,4,32,2,NA,38,4.75,41.35,2,NA,48.1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,NAZARETH,4,1,NA,NA,5,4,1,NA,NA,5,1.27,1,NA,NA,2.27
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,PALINTA,4,2,3,2,11,4,2,3,2,11,2.75,2.5,1.75,0.45,7.45
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,PEÑARANDA,37,16,7,4,64,37,14,7,4,62,19,23.55,8.5,5,56.05
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,POBLACION,NA,2,NA,NA,2,NA,2,NA,NA,2,NA,3.9,NA,NA,3.9
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,RIVERSIDE,1,18,NA,NA,19,1,17,NA,NA,18,4,21.75,NA,NA,25.75
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,SANGHANAN,83,6,29,53,171,83,6,29,53,171,49.73,6.5,12.25,47.75,116.23
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,SANTACRUZ,NA,3,1,NA,4,NA,3,1,NA,4,NA,3.25,5,NA,8.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,SAYAO,5,NA,12,5,22,5,NA,12,5,22,6,NA,9.75,4.5,20.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,SHIOLAN,37,NA,12,1,50,37,NA,12,1,50,19,NA,8.5,1,28.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,SIMBOL,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,SININAN,6,49,6,6,67,6,48,6,6,66,5.75,65.25,6.75,8.75,86.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,TAMIN,7,NA,1,NA,8,7,NA,1,NA,8,3.5,NA,0.5,NA,4
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,TAMPILISAN,25,5,6,NA,36,25,5,6,NA,36,15.88,2.75,3.25,NA,21.88
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,TIGBANGAGAN,7,5,20,2,34,7,5,20,2,34,3.25,3.75,16.25,5.6,28.85
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,KABASALAN,TIMUAYDANDA(MANGAHAS),1,73,11,2,87,1,71,10,2,84,9.2,87.0638,9.25,0.85,106.3638
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,ABUNDA,6,12,70,10,98,6,12,67,8,93,6.5,12.95,76.815,8.63,104.895
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,BAGONGSILANG,14,13,92,11,130,13,13,77,10,113,8.75,9.48,68.61,8.89,95.73
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,BANGKAW-BANGKAW,18,13,33,14,78,18,13,29,12,72,13.55,10.5,44,14.95,83
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,CALIRAN,12,17,26,15,70,9,16,22,12,59,19,19.9,26,14.55,79.45
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,CATIPAN,5,8,15,11,39,5,7,15,9,36,5,8.25,9.55,8.4,31.2
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,KAUSWAGAN,4,10,32,15,61,4,10,29,10,53,10.58,9.35,22.955,11.545,54.43
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,LIGAYA,4,19,16,5,44,4,19,16,5,44,2,20,16.25,6.05,44.3
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,LOOC-BARLAK,1,4,14,3,22,1,4,14,3,22,1.3,7.8,14.4,3.1,26.6
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,MALINAO,7,14,27,6,54,6,12,23,6,47,8.209999999999999,10.2,23.75,4.25,46.41
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,PAMANSAAN,3,12,17,6,38,3,12,16,5,36,1,13,20.85,8.17,43.02
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,PINALIM(SANROQUE),11,17,65,18,111,11,17,62,17,107,8.3,13.95,48.51,14.35,85.11
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,POBLACION,14,7,57,8,86,14,7,57,7,85,20.26,8.459999999999999,72.22,5.76,106.7
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,PUNAWAN,14,4,9,2,29,14,4,9,2,29,8.45,3,5.5,3,19.95
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,SANTONIÑO(CALIRAN),11,36,72,9,128,9,35,69,9,122,13.16,39.93,70.99,7.45,131.53
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,SIOTON,4,5,6,2,17,3,5,6,2,16,2.5,4.75,7.7,0.95,15.9
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,TAGUISIAN,1,NA,2,NA,3,1,NA,2,NA,3,0.5,NA,0.75,NA,1.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MABUHAY,TANDU-COMOT(KATIPUNAN),9,15,23,3,50,9,15,22,3,49,7.48,17.87,20.3357,3.46,49.1457
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,BACAO,7,30,18,5,60,7,30,18,5,60,3.575,19.3,9.7,2.25,34.825
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,BASAK-BAWANG,7,6,16,1,30,7,6,16,1,30,4.7,5.45,14.4,0.25,24.8
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,BONTONG,15,27,NA,23,65,15,27,NA,23,65,12.55,19.15,NA,15.55,47.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,CAMANGA,12,3,10,NA,25,11,3,10,NA,24,8.15,1.5,6.55,NA,16.2
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,CANDIIS,5,14,4,2,25,5,14,4,2,25,2,14.2,3.5,1.5,21.2
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,CATITUAN,10,35,61,4,110,10,34,56,4,104,7.25,30.2153,64.43,5.15,107.0453
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,DANSULAO,1,3,14,1,19,1,3,14,1,19,0.5,2.25,10.25,0.5,13.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,DELPILAR,1,4,15,8,28,1,4,14,8,27,1,3.4,14.45,7.75,26.6
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,GUILAWA,17,47,53,17,134,16,44,52,17,129,17.0213,50.086,40.85,18.8809,126.8382
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,KIGAY,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,0.25,NA,0.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,LADICHA,11,77,58,25,171,11,68,58,24,161,8.99,75.49,53.0288,25.6,163.1088
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,LIPACAN,2,21,20,4,47,2,21,20,3,46,0.5,18.3,12.85,4.5,36.15
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,LOGPOND,2,10,21,NA,33,2,10,20,NA,32,1.75,6.95,13.65,NA,22.35
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,MABINI,2,8,18,1,29,2,8,17,1,28,2.25,6.1,14.3,0.6,23.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,MALUNGON,5,5,26,1,37,5,5,26,1,37,3.5,3.75,18.9642,0.5,26.7142
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,MULOM,28,4,20,6,58,28,4,19,6,57,12.45,3.25,17.15,3.63,36.48
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,OVERLAND,6,5,12,2,25,6,5,12,2,25,5.8,3,7.6315,1,17.4315
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,PALALIAN,NA,1,1,2,4,NA,1,1,2,4,NA,1,0.5,3,4.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,PAYAG,5,8,12,1,26,5,8,12,1,26,5,5.25,10.25,1,21.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,POBLACION,3,8,6,1,18,3,8,6,1,18,3.8,9.95,4.2,1,18.95
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,REBOCON,4,4,1,3,12,4,4,1,3,12,3.5,5.13,0.25,1.75,10.629999999999999
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,SANVICENTE,5,7,6,2,20,5,7,6,2,20,2.875,4.15,3.11,1.13,11.265
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,SINUSAYAN,6,2,3,2,13,6,2,3,2,13,4.5,7.5,2.75,1.5,16.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,TACKLING,NA,2,2,NA,4,NA,2,2,NA,4,NA,1.8,1.25,NA,3.05
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,MALANGAS,TIGABON,NA,2,2,6,10,NA,2,2,6,10,NA,6.5,1.1,4,11.6
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,AGUINALDO,NA,NA,1,1,2,NA,NA,1,1,2,NA,NA,0.75,2.5,3.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,BAGA,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,5,NA,5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,CABONG,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,0.5,NA,0.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,CROSSINGSTA.CLARA,1,NA,19,NA,20,1,NA,19,NA,20,0.5,NA,14.54,NA,15.04
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,GUINTOLOAN,4,NA,NA,NA,4,4,NA,NA,NA,4,2.5,NA,NA,NA,2.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,LAPAZ,NA,1,14,1,16,NA,1,14,1,16,NA,0.75,9.15,1,10.9
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,LOWERSULITAN,1,NA,1,1,3,1,NA,1,1,3,0.5,NA,4.5,0.5,5.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,MARSOLO,2,NA,NA,NA,2,2,NA,NA,NA,2,1.5,NA,NA,NA,1.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,POBLACION,NA,NA,3,NA,3,NA,NA,3,NA,3,NA,NA,4.5,NA,4.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,SANISIDRO,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,3,NA,NA,3
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,SANDAYONG,NA,NA,2,NA,2,NA,NA,2,NA,2,NA,NA,1.5,NA,1.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,SANTACLARA,NA,NA,5,4,9,NA,NA,5,4,9,NA,NA,4.25,3.75,8
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,SULO,6,4,85,5,100,6,4,85,5,100,6,1.25,76.25,6.5,90
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,TILUBOG,15,NA,6,9,30,15,NA,6,9,30,11.34,NA,5,5.75,22.09
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,TIPAN,3,NA,2,5,10,3,NA,2,5,10,2.25,NA,1.5,3,6.75
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,NAGA,UPPERSULITAN,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,0.1,0.1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,BATERIA,NA,2,7,1,10,NA,2,7,1,10,NA,0.75,3.75,1,5.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,CALAIS(KALINES),1,2,46,7,56,1,2,46,7,56,5,0.75,44.95,8.11,58.81
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,ESPERANZA,4,NA,42,3,49,4,NA,42,3,49,4.489,NA,23.942,1.29,29.721
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,FAMA,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,0.5,NA,0.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,GALAS,NA,1,3,NA,4,NA,1,3,NA,4,NA,1,5.5,NA,6.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,GANDAAN,2,2,69,12,85,2,2,69,12,85,0.5,2.5,42.06,4.88,49.94
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,KAHAYAGAN,3,3,23,1,30,3,3,23,1,30,1.9500000000000002,1.5,21.66,0.75,25.86
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,LOOCSAPI,1,NA,4,NA,5,1,NA,4,NA,5,0.75,NA,3.5,NA,4.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,MATIM,NA,NA,7,NA,7,NA,NA,7,NA,7,NA,NA,5.25,NA,5.25
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,NOQUE,NA,3,33,5,41,NA,3,33,5,41,NA,1.5,15.7,2.24,19.44
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,SANISIDRO,1,NA,27,5,33,1,NA,27,5,33,1,NA,20.5,2.16,23.66
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,SANJOSE,3,NA,69,2,74,3,NA,69,2,74,0.97,NA,46.28,0.69,47.94
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,SANTAMARIA,1,NA,26,1,28,1,NA,26,1,28,0.25,NA,19.9,0.41,20.56
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,SOLAR(POB.),3,NA,9,1,13,3,NA,9,1,13,2.75,NA,8.5,0.5,11.75
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,TAMBANAN,6,8,56,9,79,6,8,56,9,79,4.57,9,43.067,9.6,66.237
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,VILLACORTE,3,NA,19,1,23,3,NA,19,1,23,2.5,NA,14.01,0.3,16.81
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,OLUTANGA,VILLAGONZALO,3,2,46,3,54,3,2,46,3,54,2.05,1,26.4,0.95,30.4
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,BALIAN,7,9,82,15,113,7,9,78,15,109,7,6.75,94.65,14.55,122.95
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,BALOGO,2,14,70,NA,86,2,14,69,NA,85,1.375,11.1,56.5,NA,68.975
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,BALUNGISAN,15,51,126,30,222,15,50,123,29,217,15.25,62.8,173.031,52.3412,303.4222
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,BINANGONAN,3,2,24,5,34,3,2,24,5,34,3,2,22.5613,3.2137000000000002,30.775
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,BULACAN,6,6,16,9,37,6,6,16,7,35,3.25,6.5,8.5,6.6,24.85
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,BULAWAN,20,203,59,17,299,20,203,56,16,295,22.429,244.715,85.1156,21.9,374.1596
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,CALAPE,9,16,40,4,69,8,16,35,3,62,12.5,18.65,48.02,7.6,86.77
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,DALAMA,3,15,28,1,47,3,15,28,1,47,4.25,13.4837,29.05,1.1,47.8837
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,FATIMA(SILAL),1,1,NA,NA,2,1,1,NA,NA,2,0.5,0,NA,NA,0.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,GUINTOLAN,2,4,13,1,20,2,4,13,1,20,1.5,4,18.25,1,24.75
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,GUIWAN,5,89,50,42,186,5,87,47,40,179,6.45,104.7,58.8,40.75,210.7
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,KATIPUNAN,2,3,5,2,12,2,3,5,2,12,2.25,1.85,4.5,1.75,10.35
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,KIMA,NA,11,20,4,35,NA,9,19,4,32,NA,12.48,17.2,4.7,34.38
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,KULASIAN,3,31,44,2,80,3,31,43,2,79,2.75,44.55,47.15,2,96.45
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,KULISAP,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,LAFORTUNA,2,43,32,NA,77,2,43,31,NA,76,2,69.15,38.9013,NA,110.0513
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,MAYABO(SANTAMARIA),3,1,28,NA,32,3,1,28,NA,32,3.8,1,30.35,NA,35.15
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,MINUNDAS(SANTO.NIÑO),1,1,3,NA,5,1,1,3,NA,5,0.5,0.5,3,NA,4
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,MOUNTAINVIEW(PULUAN),NA,NA,3,NA,3,NA,NA,2,NA,2,NA,NA,2.2,NA,2.2
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,NANAN,2,15,31,4,52,2,15,31,4,52,0.5,16,28.8,3.75,49.05
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,POBLACION(PAYAO),4,3,19,4,30,4,2,18,4,28,6.5,2.7,23.84,5.8,38.84
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,SANISIDRO,20,6,24,NA,50,20,6,24,NA,50,18.1,3.5,21,NA,42.6
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,SANVICENTE(BINANGONAN),2,1,1,NA,4,1,1,1,NA,3,1.5,1,1,NA,3.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,SILAL,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,SUMILONG,4,4,21,NA,29,4,3,21,NA,28,1.45,10,18.25,NA,29.7
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,TALAPTAP,1,NA,12,NA,13,1,NA,12,NA,13,0.5,NA,18.2,NA,18.7
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,PAYAO,UPPERSUMILONG,2,4,14,2,22,2,4,14,2,22,1.25,3.34,11,0.75,16.34
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ROSELLER LIM,ALIALSREE,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,0.5,0.5
REGION IX (ZAMBOANGA PENINSULA),ZAMBOANGA SIBUGAY,ROSELLER LIM,BALANSAG,4,3,13,1,21,4,3,13,1,21,3.25,2.25,10.25,0.5,16.25
